Date,price,volume
2019-03-03 07:39:00+00:00,3827.17,17.634376
2019-03-03 07:40:00+00:00,3828.88,21.460495
2019-03-03 07:41:00+00:00,3828.04,8.667346
2019-03-03 07:42:00+00:00,3828.72,23.570181
2019-03-03 07:43:00+00:00,3832.82,88.895439
2019-03-03 07:44:00+00:00,3830.59,36.700172
2019-03-03 07:45:00+00:00,3829.65,24.881428
2019-03-03 07:46:00+00:00,3827.21,9.355266
2019-03-03 07:47:00+00:00,3826.97,7.303263
2019-03-03 07:48:00+00:00,3826.96,14.169796
2019-03-03 07:49:00+00:00,3826.94,8.542918
2019-03-03 07:50:00+00:00,3826.92,13.34343
2019-03-03 07:51:00+00:00,3827.35,10.606036
2019-03-03 07:52:00+00:00,3826.9,9.61347499
2019-03-03 07:53:00+00:00,3827.16,10.759686
2019-03-03 07:54:00+00:00,3826.9,9.53463099
2019-03-03 07:55:00+00:00,3826.9,10.953892
2019-03-03 07:56:00+00:00,3825.23,12.591107
2019-03-03 07:57:00+00:00,3825.91,14.618604
2019-03-03 07:58:00+00:00,3825.78,9.591851
2019-03-03 07:59:00+00:00,3825.14,7.708547
2019-03-03 08:00:00+00:00,3827.07,15.33816
2019-03-03 08:01:00+00:00,3828.16,13.234493
2019-03-03 08:02:00+00:00,3828,10.21090899
2019-03-03 08:03:00+00:00,3827.95,6.954743
2019-03-03 08:04:00+00:00,3827.36,8.013488
2019-03-03 08:05:00+00:00,3828.26,15.867657
2019-03-03 08:06:00+00:00,3827.82,6.887042
2019-03-03 08:07:00+00:00,3832.15,14.847955
2019-03-03 08:08:00+00:00,3830.11,17.767199
2019-03-03 08:09:00+00:00,3831.24,13.641772
2019-03-03 08:10:00+00:00,3833.06,12.578082
2019-03-03 08:11:00+00:00,3833.35,11.960303
2019-03-03 08:12:00+00:00,3832.83,13.21567
2019-03-03 08:13:00+00:00,3833.64,20.86032399
2019-03-03 08:14:00+00:00,3833.83,10.20955099
2019-03-03 08:15:00+00:00,3833.36,15.716792
2019-03-03 08:16:00+00:00,3834.06,15.1571
2019-03-03 08:17:00+00:00,3834.24,11.291067
2019-03-03 08:18:00+00:00,3833.81,9.25348999
2019-03-03 08:19:00+00:00,3833.1,9.37233299
2019-03-03 08:20:00+00:00,3831.57,17.137132
2019-03-03 08:21:00+00:00,3832.05,13.659007
2019-03-03 08:22:00+00:00,3832.49,7.746155
2019-03-03 08:23:00+00:00,3829.38,12.64033
2019-03-03 08:24:00+00:00,3822.01,50.247866
2019-03-03 08:25:00+00:00,3818.98,60.96975
2019-03-03 08:26:00+00:00,3817.65,13.963336
2019-03-03 08:27:00+00:00,3819.9,15.174407
2019-03-03 08:28:00+00:00,3824.25,41.687362
2019-03-03 08:29:00+00:00,3825,10.25528699
2019-03-03 08:30:00+00:00,3824.35,7.33121
2019-03-03 08:31:00+00:00,3822.18,10.951275
2019-03-03 08:32:00+00:00,3817.78,21.537168
2019-03-03 08:33:00+00:00,3821.43,11.244335
2019-03-03 08:34:00+00:00,3818.97,22.006783
